State,City,Location,Station code,Type,Category of ES,No. of mon. days (n),Min,Max,NO2 Annual average (µg/m3),10 percentile,90 percentile,Std. Dev.,Percentage- exceedence(24 hourly),Air Quality
Maharashtra,Jalgaon,B. J. Market,644,RIRuO,NA,103,30,57,43,34,50,6,0,High
Maharashtra,Jalgaon,Girna water tank,645,RIRuO,NA,102,28,47,39,32,44,5,0,Moderate
Maharashtra,Jalgaon,MIDC Jalgaon,646,RIRuO,NA,100,33,58,50,41,56,6,0,High
Maharashtra,Kolhapur,"University Campus, Shivaji University",508,ES,Sahyadri,105,12,20,16,13,19,2,0,Moderate
Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",509,ES,Sahyadri,103,22,52,38,28,48,7,0,High
Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",510,ES,Sahyadri,104,17,47,32,23,40,6,0,High
Maharashtra,Latur,MIDC Water Works,641,RIRuO,NA,99,6,72,20,12,29,8,0,Low
Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,642,RIRuO,NA,104,8,199,19,10,26,19,1,Low
Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,643,RIRuO,NA,103,9,49,22,13,31,8,0,Moderate
Maharashtra,Lote,MIDC Chalkewadi,489,RIRuO,NA,18,9,18,14,11,17,3,0,Null
Maharashtra,Lote,"Pump House, CETP",490,RIRuO,NA,18,10,19,14,10,18,3,0,Null
Maharashtra,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",169,RIRuO,NA,81,5,90,21,6,38,17,2,Moderate
Maharashtra,Mumbai,"Parel TT, Ambedkar Road",170,RIRuO,NA,76,5,83,20,6,39,18,1,Low
Maharashtra,Mumbai,Worli,349,RIRuO,NA,75,5,80,19,6,40,16,0,Low
Maharashtra,Nagpur,Institution of Engineers ,287,RIRuO,NA,103,19,116,41,27,55,17,5,High
Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",314,RIRuO,NA,103,18,83,41,25,61,13,2,High
Maharashtra,Nagpur,MIDC Office Hingana Road,288,RIRuO,NA,101,21,90,43,28,64,14,2,High
Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",165,RIRuO,NA,97,5,76,18,5,38,14,0,Low
Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",166,RIRuO,NA,91,5,92,23,5,42,18,2,Moderate
Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",167,RIRuO,NA,101,5,363,26,5,33,72,3,Moderate
Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",711,RIRuO,NA,194,16,92,34,24,45,9,1,Moderate
Maharashtra,Nashik,R.T.O. Colony Tank,259,RIRuO,NA,104,22,35,27,23,31,3,0,Moderate
Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",269,RIRuO,NA,103,20,36,27,23,31,3,0,Moderate
Maharashtra,Nashik,Nashik Municipal Council Building,280,RIRuO,NA,104,20,35,27,24,31,3,0,Moderate
Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",710,RIRuO,NA,311,21,36,27,23,31,3,0,Moderate
Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",491,RIRuO,NA,103,26,89,46,34,58,10,1,High
Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC ",492,RIRuO,NA,105,18,80,40,29,50,9,0,Moderate
Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC ",493,RIRuO,NA,105,22,81,44,32,54,9,1,High
Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,494,RIRuO,NA,103,21,86,41,30,52,9,1,High
Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",495,RIRuO,NA,107,19,92,41,27,52,11,1,High
Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja ",496,RIRuO,NA,99,26,64,44,31,56,9,0,High
Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",312,RIRuO,NA,101,13,84,38,19,58,17,2,Moderate
Maharashtra,Pune,State Electricity Board BLDG Nalstop,379,RIRuO,NA,101,19,92,44,26,66,17,1,High
Maharashtra,Pune,Swargate Police Chawki,381,RIRuO,NA,103,14,114,50,21,80,25,11,High
Maharashtra,Pune,"Bank of Baroda Builing, Near Pimpri-Chinchwad M.C Builiding",708,RIRuO,NA,308,16,128,47,25,74,19,6,High
Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",574,RIRuO,NA,105,13,70,37,23,53,12,0,Moderate
Maharashtra,Sangli,Sangli- Miraj Primary school Building,575,RIRuO,NA,105,16,78,41,24,64,15,0,High
Maharashtra,Sangli,Krishna Valley School,576,RIRuO,NA,104,18,80,42,26,61,14,1,High
Maharashtra,Solapur,WIT Campus,299,RIRuO,NA,105,32,47,35,34,37,2,0,Moderate
Maharashtra,Solapur,Voronoko School / Chitale Clinic,300,RIRuO,NA,103,31,44,35,33,37,2,0,Moderate
Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",303,RIRuO,NA,103,11,14,12,11,13,1,0,Low
Maharashtra,Thane,"Shahu Market,Naupada, Thane West",304,RIRuO,NA,112,11,16,13,12,14,1,0,Low
Maharashtra,Thane,"Kolshet and Balkum, Thane West",305,RIRuO,NA,94,9,14,12,10,13,1,0,Low
Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,647,RIRuO,NA,101,30,158,67,43,91,21,24,Critical
Maharashtra,Ulhasnagar,"Octroi Naka, Pawai-Chowk, Vithalwadi",648,RIRuO,NA,103,41,150,91,60,120,23,70,Critical
Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",706,RIRuO,NA,102,22,58,29,25,33,5,0,Moderate
Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",707,RIRuO,NA,97,23,36,30,25,34,3,0,Moderate
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",700,RIRuO,NA,104,6,13,9,7,10,1,0,Low
Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",701,RIRuO,NA,102,6,16,12,9,14,2,0,Low
Maharashtra,Akola,"College Of Engineering & Tech, Akola",702,RIRuO,NA,99,8,14,10,9,12,1,0,Low
Maharashtra,Nanded,Ganesh Nagar,703,RIRuO,NA,104,9,29,18,10,23,5,0,Low
Maharashtra,Nanded,"Mutha Chowk, Vazirabad",704,RIRuO,NA,104,6,41,24,9,33,8,0,Moderate
Maharashtra,Nanded,"Industrial Area, MIDC, CIDCO",705,RIRuO,NA,105,9,78,49,9,63,18,0,High
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",568,RIRuO,NA,83,11,38,20,13,26,6,0,Low
Meghalaya,Dawki,"Terrace building,Jaintia Hills District",588,RIRuO,NA,87,5,16,8,5,13,3,0,Low
Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",608,RIRuO,NA,79,5,5,5,5,5,0,0,Low
Meghalaya,Shillong,State Tuberculosis Hospital,340,ES,Hill station,87,5,27,16,13,20,3,0,Moderate
Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",120,ES,Hill station,87,5,12,5,5,6,1,0,Low
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",450,ES,Hill station,94,5,24,8,5,13,4,0,Low
Mizoram,Aizawl,Laipuitlang,451,ES,Hill station,94,5,10,6,5,8,1,0,Low
Mizoram,Aizawl,Bawngkawn,452,ES,Hill station,94,5,17,8,5,11,2,0,Low
Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",737,ES,Hill station,92,5,246,23,12,32,25,1,Moderate
Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",738,ES,Hill station,100,5,7,5,5,5,0,0,Low
Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",735,ES,Hill station,94,4,5,4,5,5,0,0,Low
Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",736,ES,Hill station,83,5,8,5,5,8,1,0,Low
Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",733,ES,Hill station,100,5,9,5,5,6,1,0,Low
Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",734,ES,Hill station,98,5,8,5,5,5,1,0,Low
Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",731,ES,Hill station,103,5,7,5,5,5,0,0,Low
Mizoram,Champhai,"Lalzidinga building,  Vengthlang",732,ES,Hill station,100,5,10,5,5,5,1,0,Low
Nagaland,Dimapur,Bank Colony,317,RIRuO,NA,76,5,22,6,5,7,2,0,Low
Nagaland,Dimapur,Dhobinala,448,RIRuO,NA,63,5,19,8,5,14,4,0,Low
Nagaland,Kohima,Opposite NST Office,609,ES,Hill station,83,5,11,5,5,5,1,0,Low
Nagaland,Kohima,Opposite War Cemetery,610,ES,Hill station,80,5,7,5,5,6,1,0,Low
Orissa,Angul,Industrial Estate,70,RIRuO,NA,103,16,24,20,18,23,2,0,Low
Orissa,Angul,NALCO Township,231,RIRuO,NA,103,14,23,19,15,21,2,0,Low
Orissa,Balasore ,Sahadevkhunta,428,RIRuO,NA,105,10,14,12,11,13,1,0,Low
Orissa,Balasore ,DIC office,689,RIRuO,NA,77,10,13,12,11,13,1,0,Low
Orissa,Balasore ,Rasalpur near Balgopalpur I/A,690,RIRuO,NA,24,14,25,18,15,22,3,0,Null
Orissa,Berhampur,Regional Office Orissa SPCB,429,RIRuO,NA,107,14,37,18,15,25,4,0,Low
Orissa,Bhubneshwar,Capital Police Station,424,RIRuO,NA,93,8,36,19,12,26,6,0,Low
Orissa,Bhubneshwar,IRC Village,423,RIRuO,NA,100,8,36,19,12,29,7,0,Low
Orissa,Bhubneshwar,SPCB Building,322,RIRuO,NA,91,5,45,18,11,29,8,0,Low
Orissa,Bhubneshwar,"Water works, Palasuni, Rasalgarh",687,RIRuO,NA,96,6,39,20,14,29,6,0,Low
Orissa,Bhubneshwar,"Patrapara, Khandagiri",686,RIRuO,NA,91,5,37,16,6,25,8,0,Low
Orissa,Cuttack,"Roof of Traffic Tower, Badambadi",426,RIRuO,NA,63,13,25,19,16,22,3,0,Low
Orissa,Cuttack,"R.O. Cuttack Office, Surya Vihar",425,RIRuO,NA,36,11,18,15,13,17,2,0,Null
Orissa,Rayagada,Regional Office Orissa SPCB,228,RIRuO,NA,104,14,26,21,20,23,2,0,Moderate
Orissa,Rayagada,"LPS High School, Jaykaypur",229,RIRuO,NA,104,12,58,23,19,25,4,0,Moderate
Orissa,Rourkela,"Regional Office, ORPB",370,RIRuO,NA,105,9,24,11,10,13,2,0,Low
Orissa,Rourkela,"IDL Police Out-post, Sonaparbat",227,RIRuO,NA,105,10,13,10,10,11,1,0,Low
Orissa,Sambalpur,"Filter Plant, PHD Office, Modipara",427,RIRuO,NA,112,11,18,15,13,17,1,0,Low
Orissa,Talcher,Coal Field Area,471,RIRuO,NA,47,15,22,19,17,22,2,0,Null
Orissa,Talcher,T.T.P.S.Colony,68,RIRuO,NA,103,12,24,19,15,22,3,0,Low
Orissa,Kalinga Nagar,Over the Guest House of M/s NINL,684,RIRuO,NA,8,5,12,9,6,11,2,0,Null
Punjab,Amritsar,R.O. Focal Point,487,RIRuO,NA,22,34,40,37,36,39,1,0,Null
Punjab,Amritsar,"A-1,Platers",486,RIRuO,NA,41,35,47,40,36,44,3,0,Null
Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",504,RIRuO,NA,125,15,83,29,19,39,9,1,Moderate
Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",505,RIRuO,NA,107,15,54,27,17,38,8,0,Moderate
Punjab,Pathankot/Dera Baba,C-PYTE Building,590,RIRuO,NA,102,8,19,12,11,14,2,0,Low
Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",302,RIRuO,NA,130,23,44,34,29,42,5,0,Moderate
Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",301,RIRuO,NA,132,26,61,35,30,42,5,0,Moderate
Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",483,RIRuO,NA,132,25,53,36,30,43,6,0,Moderate
Punjab,Jalandhar,Municipal Council Tubewell No. 27,353,RIRuO,NA,51,21,35,26,24,32,3,0,Moderate
Punjab,Jalandhar,Regional Office,176,RIRuO,NA,86,20,30,25,23,27,2,0,Moderate
Punjab,Jalandhar,Focal Point,392,RIRuO,NA,54,22,35,30,27,33,3,0,Moderate
Punjab,Khanna,"Markfed Vanaspati, Khanna",485,RIRuO,NA,55,17,34,27,19,19,5,0,Moderate
Punjab,Khanna,"AS School, Khanna",484,RIRuO,NA,50,15,94,25,19,31,11,2,Moderate
Punjab,Ludhiana,Bharat Nagar Chowk,422,RIRuO,NA,107,21,34,29,27,32,2,0,Moderate
Punjab,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",76,RIRuO,NA,109,20,41,29,25,33,4,0,Moderate
Punjab,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",61,RIRuO,NA,117,7,33,20,9,28,7,0,Low
Punjab,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",335,RIRuO,NA,136,16,44,29,25,34,4,0,Moderate
Punjab,Naya Nangal, Punjab Alkalis & Chemicals Ltd,420,RIRuO,NA,89,8,43,20,13,30,7,0,Low
Punjab,Naya Nangal,"M/s NFL Guest House,Naya Nangal",421,RIRuO,NA,87,9,42,19,13,29,7,0,Low
Punjab,Patiala,"Ceylon Industries, Factory Area, Patiala",600,RIRuO,NA,95,12,30,4,19,0,0,15,Low
Punjab,Patiala,"Fire Brigade Station, Bahera Road, Patiala",599,RIRuO,NA,122,10,44,22,15,32,7,0,Moderate
Puducherry,Puducherry,"DSTC Office Upstairs, AnnaNagar",64,RIRuO,NA,93,11,29,14,16,12,2,0,Low
Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,93,RIRuO,NA,43,12,18,15,17,13,1,0,Null
Puducherry,Puducherry,Chamber Of Commerce,337,RIRuO,NA,89,7,15,12,14,11,2,0,Low
Rajasthan,Alwar, Rajasthan State Pollution Control Board,372,ES,Aravali range,100,14,33,21,18,24,3,0,Moderate
Rajasthan,Alwar,Gaurav Solvex Ltd. MIA,373,ES,Aravali range,95,18,33,24,21,26,2,0,Moderate
Rajasthan,Alwar,"RIICO Pump House,  MIA",219,ES,Aravali range,105,17,33,23,20,25,2,0,Moderate
Rajasthan,Jaipur,Ajmeri Gate,296,RIRuO,NA,98,37,173,54,42,63,14,1,High
Rajasthan,Jaipur,"RJPB Office,Jhalana Doongari",298,RIRuO,NA,101,35,61,47,37,55,7,0,High
Rajasthan,Jaipur,"District Education Officer, Chandpole",408,RIRuO,NA,98,35,277,54,42,61,24,1,High
Rajasthan,Jaipur,"RIICO Office, M.I.A.",410,RIRuO,NA,98,33,60,48,37,57,7,0,High
Rajasthan,Jaipur,"RSPCB, Vidyadhar Nagar",409,RIRuO,NA,95,40,69,55,41,64,8,0,High
Rajasthan,Jaipur,VKIA,297,RIRuO,NA,96,37,68,53,41,63,8,0,High
Rajasthan,Jodhpur,"DIC Office, Industrial Estate",413,RIRuO,NA,101,12,42,23,17,31,5,0,Moderate
Rajasthan,Jodhpur,Sojati Gate,273,RIRuO,NA,100,13,41,26,17,32,6,0,Moderate
Rajasthan,Jodhpur,"Basni Industrial Area, RIICO Office",274,RIRuO,NA,96,13,36,22,17,28,5,0,Moderate
Rajasthan,Jodhpur,Maha Mandir Police Thane,376,RIRuO,NA,104,14,53,23,18,29,6,0,Moderate
Rajasthan,Jodhpur,"Office of Housing Board, Chopasani Road",411,RIRuO,NA,98,15,53,23,17,30,6,0,Moderate
Rajasthan,Jodhpur,Shastri Nagar Police Thana,412,RIRuO,NA,102,16,59,26,18,35,8,0,Moderate
Rajasthan,Kota,"Regional Office, RJPB, Anantpura",17,RIRuO,NA,105,13,93,34,17,55,15,1,Moderate
Rajasthan,Kota,Municipal Corporation Building,326,RIRuO,NA,102,15,132,31,18,54,17,1,Moderate
Rajasthan,Kota,Samcore Glass Ltd.,325,RIRuO,NA,104,16,128,31,18,52,16,1,Moderate
Rajasthan,Udaipur,Ambamata,320,RIRuO,NA,102,17,36,22,19,24,2,0,Moderate
Rajasthan,Udaipur,Town Hall,294,RIRuO,NA,104,22,39,35,33,37,2,0,Moderate
Rajasthan,Udaipur,"Regional Office,MIA",321,RIRuO,NA,104,21,39,36,34,38,2,0,Moderate
Tamilnadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam",38,RIRuO,NA,93,16,46,25,17,37,8,0,Moderate
Tamilnadu,Chennai," Govt. High School, Manali",71,RIRuO,NA,98,14,36,23,17,31,5,0,Moderate
Tamilnadu,Chennai,Thiruvottiyur,72,RIRuO,NA,91,13,51,23,17,30,6,0,Moderate
Tamilnadu,Chennai,Madras Medical College,159,RIRuO,NA,95,5,36,18,12,27,6,0,Low
Tamilnadu,Chennai,"NEERI, CSIR CampusTaramani",160,RIRuO,NA,94,7,117,16,9,21,12,1,Low
Tamilnadu,Chennai,Thiruvottiyur Municipal Office,161,RIRuO,NA,95,7,36,19,12,26,5,0,Low
Tamilnadu,Coimbatore,"Poniarajapuram, On the top of DEL",375,RIRuO,NA,76,14,65,27,16,41,10,0,Moderate
Tamilnadu,Coimbatore,G.D.Matric Hr.Sec.School,238,RIRuO,NA,97,13,75,28,17,43,11,0,Moderate
Tamilnadu,Coimbatore,"SIDCO Office, Coimbatore/ Kurichi",237,RIRuO,NA,93,12,43,26,18,36,7,0,Moderate
Tamilnadu,Madurai,Highway (Project -I) Building,306,RIRuO,NA,98,18,105,45,13,30,63,1,High
Tamilnadu,Madurai,Fenner (I) Ltd.  Kochadai ,307,RIRuO,NA,103,17,62,24,20,26,6,0,Moderate
Tamilnadu,Madurai,Kunnathur Chatram Avvai Girls HS School,308,RIRuO,NA,88,16,38,22,20,25,3,0,Moderate
Tamilnadu,Salem,Sowdeswari College Building,309,RIRuO,NA,135,13,33,22,18,27,3,0,Moderate
Tamilnadu,Tuticorin,"Fisheries College, Tuticorin Sipcot",239,RIRuO,NA,100,9,43,15,10,21,5,0,Low
Tamilnadu,Tuticorin,Raja Agencies,240,RIRuO,NA,99,9,36,14,10,20,6,0,Low
Tamilnadu,Tuticorin,AVM Jewellery Building,366,RIRuO,NA,94,9,48,14,9,20,5,0,Low
Tamilnadu,Trichy,Gandhi Market,769,RIRuO,NA,31,14,53,19,16,20,7,0,Null
Tamilnadu,Trichy,Main Guard Gate,770,RIRuO,NA,26,14,20,17,15,19,1,0,Null
Tamilnadu,Trichy,Bishop Heber College,771,RIRuO,NA,33,12,16,14,13,16,1,0,Null
Tamilnadu,Trichy,Golden Rock,772,RIRuO,NA,28,11,17,15,12,17,2,0,Null
Tamilnadu,Trichy,Central Bus Stand,773,RIRuO,NA,30,15,23,18,17,20,2,0,Null
Uttar Pradesh,Agra,"Regional Office, Bodla",323,ES,Taj-trapezium ,68,12,23,18,16,21,2,0,Moderate
Uttar Pradesh,Agra,Nunhai,324,ES,Taj-trapezium ,66,12,32,23,19,28,4,0,Moderate
Uttar Pradesh,Agra,Taj Mahal,1,ES,Taj-trapezium ,285,5,68,17,5,34,12,0,Moderate
Uttar Pradesh,Agra,DIC Nunhai,415,ES,Taj-trapezium ,116,10,66,34,21,48,11,0,High
Uttar Pradesh,Agra,Etmad-uddaulah,416,ES,Taj-trapezium ,126,7,56,22,10,35,10,0,Moderate
Uttar Pradesh,Agra,Rambagh,417,ES,Taj-trapezium ,124,5,58,24,12,41,11,0,Moderate
Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,554,RIRuO,NA,107,21,74,34,26,45,9,0,Moderate
Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,555,RIRuO,NA,99,16,49,29,22,38,6,0,Moderate
Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",6,RIRuO,NA,93,17,32,27,22,31,3,0,Moderate
Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",7,RIRuO,NA,93,18,592,34,24,31,59,3,Moderate
Uttar Pradesh,Bareily,IVRI Izatnaga,714,RIRuO,NA,77,14,45,22,17,26,4,0,Moderate
Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",715,RIRuO,NA,72,12,34,25,22,30,4,0,Moderate
Uttar Pradesh,Firozabad,Center for Development of Glass Industry,399,ES,Taj-trapezium ,90,18,42,32,22,37,6,0,High
Uttar Pradesh,Firozabad,Tilak Nagar,400,ES,Taj-trapezium ,96,16,39,29,21,35,5,0,Moderate
Uttar Pradesh,Firozabad,Raza ka Tal,401,ES,Taj-trapezium ,96,19,40,31,21,36,6,0,High
Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",140,RIRuO,NA,99,11,43,27,22,33,5,0,Moderate
Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",139,RIRuO,NA,100,14,66,31,23,39,7,0,Moderate
Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",258,RIRuO,NA,103,25,44,34,28,41,6,0,Moderate
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,369,RIRuO,NA,99,26,44,34,28,40,5,0,Moderate
Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,517,RIRuO,NA,110,16,29,23,18,28,4,0,Moderate
Uttar Pradesh,Jhansi,Veeranga Nagar,518,RIRuO,NA,110,12,28,19,14,23,3,0,Low
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",212,RIRuO,NA,81,29,55,41,36,48,5,0,High
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa,98,RIRuO,NA,76,24,50,38,29,45,6,0,Moderate
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",86,RIRuO,NA,79,28,49,39,33,45,5,0,Moderate
Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,391,RIRuO,NA,64,21,47,37,30,44,6,0,Moderate
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,395,RIRuO,NA,68,20,49,38,29,45,6,0,Moderate
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",721,RIRuO,NA,101,2,36,10,4,19,7,0,Low
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",722,RIRuO,NA,78,15,71,38,22,56,13,0,Moderate
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",723,RIRuO,NA,94,5,75,31,12,53,16,0,Moderate
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,534,RIRuO,NA,84,20,31,28,25,30,2,0,Moderate
Uttar Pradesh,Khurja,Ahirpara,535,RIRuO,NA,83,18,28,23,21,24,2,0,Moderate
Uttar Pradesh,Lucknow,Mahanagar,377,RIRuO,NA,107,24,36,31,28,34,2,0,Moderate
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",398,RIRuO,NA,108,23,39,32,30,34,2,0,Moderate
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",109,RIRuO,NA,105,18,37,31,28,34,3,0,Moderate
Uttar Pradesh,Lucknow,Talkatora,113,RIRuO,NA,105,26,41,33,30,36,3,0,Moderate
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,397,RIRuO,NA,108,20,37,32,29,34,2,0,Moderate
Uttar Pradesh,Meerut,Begum Bridge,550,RIRuO,NA,64,34,50,43,38,47,4,0,High
Uttar Pradesh,Meerut,Thana Railway Road / Kesarganj,551,RIRuO,NA,64,32,48,42,34,47,5,0,High
Uttar Pradesh,Moradabad,"Hindu College, Station Road ",712,RIRuO,NA,103,10,42,26,17,35,7,0,Moderate
Uttar Pradesh,Moradabad,"Central Police Hospital, Civil Lines",713,RIRuO,NA,101,7,34,20,14,30,6,0,Low
Uttar Pradesh,Noida,"UP PPCB, E-12/1, Sector - 1",403,RIRuO,NA,83,16,73,33,24,43,9,0,Moderate
Uttar Pradesh,Noida,Gee-Pee Electroplating and Eng. Work,378,RIRuO,NA,79,14,58,37,28,45,8,0,Moderate
Uttar Pradesh,Varanasi,"Regional Office, Jawahar Nagar",362,RIRuO,NA,71,19,25,21,1,20,22,0,Moderate
Uttar Pradesh,Varanasi,Sigra,553,RIRuO,NA,76,19,26,22,21,23,1,0,Moderate
Uttar Pradesh,Unnao,"H. No. 5, Krishna Nagar, Unnao",726,RIRuO,NA,57,25,35,30,26,34,3,0,Moderate
Uttar Pradesh,Unnao,"IIA Building, Industrial Area, Site 10, Unnao",727,RIRuO,NA,56,28,40,34,31,38,3,0,Moderate
Uttar Pradesh,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",716,RIRuO,NA,102,17,37,28,20,34,5,0,Moderate
Uttar Pradesh,Saharanpur,"UPCL S.E. Office, Near Clock Tower",717,RIRuO,NA,102,18,48,31,22,38,7,0,Moderate
Uttar Pradesh,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",718,RIRuO,NA,67,10,16,15,13,16,1,0,Low
Uttar Pradesh,Raebareli,Khoya mandi Tiraha Lucknow Road Raebareli,719,RIRuO,NA,67,14,20,17,15,19,1,0,Low
Uttar Pradesh,Raebareli,Amawan Road Ind. Area Raebareli,720,RIRuO,NA,67,11,17,15,14,16,1,0,Low
Uttar Pradesh,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",724,RIRuO,NA,19,23,32,28,25,31,3,0,Null
Uttar Pradesh,Mathura,"CETP, Industrial Area, Mathura",725,RIRuO,NA,15,25,36,30,25,34,4,0,Null
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",728,RIRuO,NA,73,11,47,23,17,32,7,0,Moderate
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",729,RIRuO,NA,88,29,94,47,32,65,16,7,High
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",730,RIRuO,NA,88,20,62,36,27,48,9,0,Moderate
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",90,ES,Doon valley ,55,22,33,28,24,31,3,0,Moderate
Uttarakhand,Dehradun,"Clock Tower, PWD Guest House",89,ES,Doon valley ,61,23,33,29,26,31,2,0,Moderate
Uttarakhand,Dehradun,Himalaya Drug Co. Near ISBT,637,ES,Doon valley ,52,23,33,28,25,30,2,0,Moderate
Uttarakhand,Haldwani,Govt. Women Hospital,625,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Uttarakhand,Haridwar,"SIDCUL, Haridwar",635,RIRuO,NA,37,27,101,32,28,32,12,3,Null
Uttarakhand,Kashipur,"BSNL Office, Kashipur ",627,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
Uttarakhand,Rishikesh,Nagar Palika Parishad,636,ES,Hill station,75,22,27,24,23,26,1,0,Moderate
Uttarakhand,Rudrapur,SIDCUL Office,626,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
West Bengal,Asansol,Asansol Municipal Corporation,386,RIRuO,NA,24,37,54,48,44,52,4,0,Null
West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",593,RIRuO,NA,26,17,35,27,20,33,5,0,Null
West Bengal,Barrackpore,Barrackpore Municiaplity ,655,RIRuO,NA,25,43,55,48,46,52,3,0,Null
West Bengal,Durgapur,"Bidhannagar, PCBL Club, Muchipara",385,RIRuO,NA,25,45,53,48,45,51,2,0,Null
West Bengal,Haldia,WBIIDC Ruchi Soya Ind. Durgachak,14,RIRuO,NA,26,25,62,41,29,51,10,0,Null
West Bengal,Howrah,"CDS & Health Centre, Bator",11,RIRuO,NA,26,17,55,40,30,51,9,0,Null
West Bengal,Kolkata,"Salt Lake, Rooftop of CK Market ",474,RIRuO,NA,69,5,82,37,12,73,24,3,Moderate
