state,year,month,aqi
23,1994,6,200.0
24,1994,6,467.93333333333334
26,1994,6,226.14285714285714
0,1994,7,200.0
2,1994,7,200.0
3,1994,7,206.75
4,1994,7,200.0
6,1994,7,358.25
8,1994,7,200.0
11,1994,7,200.0
12,1994,7,200.0
13,1994,7,200.0
14,1994,7,200.84615384615384
19,1994,7,208.66666666666666
21,1994,7,215.0
23,1994,7,200.0
24,1994,7,298.27272727272725
26,1994,7,226.11111111111111
0,1994,8,200.0
2,1994,8,200.0
3,1994,8,200.25
4,1994,8,200.0
6,1994,8,307.14285714285717
7,1994,8,200.0
8,1994,8,203.0
11,1994,8,200.0
12,1994,8,200.0
13,1994,8,200.0
14,1994,8,200.0
19,1994,8,200.0
21,1994,8,203.44444444444446
23,1994,8,200.0
24,1994,8,411.0
26,1994,8,212.04999999999998
0,1994,9,200.0
2,1994,9,200.0
3,1994,9,220.25
4,1994,9,200.0
6,1994,9,402.5
8,1994,9,251.5
11,1994,9,200.0
12,1994,9,200.0
13,1994,9,200.0
14,1994,9,211.41666666666666
19,1994,9,205.0
21,1994,9,238.7
23,1994,9,200.0
24,1994,9,382.0769230769231
26,1994,9,218.33333333333334
0,1994,11,200.0
2,1994,11,200.0
3,1994,11,341.5
4,1994,11,203.0
5,1994,11,200.0
6,1994,11,550.5555555555555
7,1994,11,200.0
8,1994,11,278.5
11,1994,11,200.0
12,1994,11,204.76923076923077
13,1994,11,200.0
14,1994,11,213.92857142857142
19,1994,11,228.33333333333334
21,1994,11,370.5
23,1994,11,200.0
24,1994,11,444.6666666666667
26,1994,11,344.21666666666664
0,1994,12,210.33333333333334
2,1994,12,200.0
3,1994,12,481.0
6,1994,12,539.2222222222222
8,1994,12,317.25
11,1994,12,200.0
12,1994,12,205.84615384615384
14,1994,12,239.33333333333334
19,1994,12,210.33333333333334
21,1994,12,395.77777777777777
23,1994,12,200.0
24,1994,12,511.53846153846155
26,1994,12,514.3777777777777
0,1995,1,217.6
2,1995,1,200.0
3,1995,1,442.0
6,1995,1,431.55555555555554
8,1995,1,290.6666666666667
9,1995,1,223.77777777777777
11,1995,1,200.0
12,1995,1,202.46153846153845
13,1995,1,246.5
14,1995,1,241.53846153846155
16,1995,1,200.0
19,1995,1,217.33333333333334
20,1995,1,232.66666666666666
21,1995,1,321.6875
23,1995,1,200.0909090909091
24,1995,1,431.375
26,1995,1,425.0092592592593
0,1995,2,215.2
2,1995,2,200.0
3,1995,2,434.5
6,1995,2,378.77777777777777
8,1995,2,300.3333333333333
9,1995,2,211.5
11,1995,2,200.0
12,1995,2,203.30769230769232
13,1995,2,258.5
14,1995,2,248.55555555555554
16,1995,2,200.0
19,1995,2,209.0
21,1995,2,301.0
23,1995,2,205.9
24,1995,2,367.59090909090907
26,1995,2,367.89814814814815
0,1995,3,230.16666666666666
2,1995,3,200.0
3,1995,3,315.6666666666667
4,1995,3,209.0
6,1995,3,345.8888888888889
8,1995,3,274.0
9,1995,3,222.625
11,1995,3,200.0
12,1995,3,200.0
13,1995,3,266.0
14,1995,3,223.9
16,1995,3,200.0
19,1995,3,206.66666666666666
21,1995,3,302.57894736842104
23,1995,3,202.25
24,1995,3,347.45454545454544
26,1995,3,326.53333333333336
0,1995,4,209.22222222222223
2,1995,4,200.0
3,1995,4,483.6666666666667
4,1995,4,214.5
6,1995,4,387.77777777777777
8,1995,4,324.0
9,1995,4,227.75
11,1995,4,200.0
12,1995,4,203.30769230769232
13,1995,4,230.0
14,1995,4,249.1
16,1995,4,200.0
19,1995,4,200.0
20,1995,4,200.0
21,1995,4,293.1875
23,1995,4,202.1818181818182
24,1995,4,366.25
26,1995,4,287.6388888888889
0,1995,5,202.3777777777778
2,1995,5,200.0
3,1995,5,411.0
6,1995,5,354.8888888888889
8,1995,5,324.0
9,1995,5,288.5
11,1995,5,200.0
12,1995,5,202.3846153846154
13,1995,5,267.0
14,1995,5,213.2
16,1995,5,200.0
19,1995,5,212.33333333333334
20,1995,5,200.0
21,1995,5,314.85
23,1995,5,200.54545454545453
24,1995,5,384.7142857142857
26,1995,5,248.73333333333332
0,1995,6,205.0
2,1995,6,200.0
3,1995,6,245.25
6,1995,6,401.1111111111111
8,1995,6,287.3333333333333
9,1995,6,304.0
11,1995,6,200.0
12,1995,6,200.0
14,1995,6,209.76923076923077
16,1995,6,200.0
19,1995,6,210.66666666666666
20,1995,6,200.0
21,1995,6,321.0
23,1995,6,205.54545454545453
24,1995,6,375.04545454545456
26,1995,6,230.22222222222223
0,1995,7,205.22222222222223
2,1995,7,200.0
3,1995,7,205.25
6,1995,7,379.77777777777777
8,1995,7,232.0
9,1995,7,202.25
11,1995,7,200.0
12,1995,7,200.0
14,1995,7,212.84615384615384
16,1995,7,200.0
19,1995,7,207.33333333333334
20,1995,7,200.0
21,1995,7,279.7894736842105
23,1995,7,200.0
24,1995,7,327.15
26,1995,7,209.11111111111111
0,1995,8,222.11111111111111
2,1995,8,200.0
3,1995,8,200.0
4,1995,8,246.0
6,1995,8,319.8888888888889
8,1995,8,200.0
9,1995,8,201.625
11,1995,8,200.0
12,1995,8,201.76923076923077
14,1995,8,215.46153846153845
16,1995,8,200.0
19,1995,8,200.0
20,1995,8,200.0
21,1995,8,246.44444444444446
23,1995,8,200.0
24,1995,8,309.55
26,1995,8,214.03333333333333
0,1995,9,200.0
2,1995,9,200.0
3,1995,9,244.8
4,1995,9,247.5
6,1995,9,363.3333333333333
8,1995,9,200.0
9,1995,9,219.875
11,1995,9,200.0
12,1995,9,205.15384615384616
14,1995,9,207.76923076923077
16,1995,9,200.0
19,1995,9,237.0
20,1995,9,200.0
21,1995,9,284.4736842105263
23,1995,9,200.0
24,1995,9,300.9230769230769
26,1995,9,221.0111111111111
0,1995,10,200.0
2,1995,10,200.0
3,1995,10,316.4
4,1995,10,252.0
6,1995,10,468.22222222222223
8,1995,10,306.0
9,1995,10,268.375
11,1995,10,200.0
12,1995,10,201.84615384615384
14,1995,10,211.84615384615384
16,1995,10,200.0
19,1995,10,228.0
20,1995,10,200.0
21,1995,10,312.4736842105263
23,1995,10,200.0
24,1995,10,397.72727272727275
26,1995,10,229.42222222222225
0,1995,11,224.25
2,1995,11,200.0
3,1995,11,435.4
4,1995,11,265.0
6,1995,11,511.22222222222223
8,1995,11,293.6666666666667
11,1995,11,200.0
12,1995,11,203.25
14,1995,11,230.84615384615384
16,1995,11,200.0
19,1995,11,215.33333333333334
20,1995,11,200.0
21,1995,11,333.6
23,1995,11,200.0
24,1995,11,441.875
26,1995,11,482.2142857142857
0,1995,12,251.11111111111111
2,1995,12,200.0
3,1995,12,584.0
6,1995,12,475.1111111111111
7,1995,12,231.0
8,1995,12,301.0
11,1995,12,200.0
12,1995,12,203.46153846153845
13,1995,12,348.06666666666666
14,1995,12,254.0
16,1995,12,200.0
19,1995,12,237.0
20,1995,12,200.0
21,1995,12,349.6666666666667
23,1995,12,200.0
24,1995,12,463.875
26,1995,12,614.5714285714286
0,1996,1,233.66666666666666
2,1996,1,200.0
3,1996,1,412.8333333333333
4,1996,1,209.5
6,1996,1,367.44444444444446
7,1996,1,214.0
8,1996,1,263.0
9,1996,1,240.625
11,1996,1,200.0
12,1996,1,202.92307692307693
13,1996,1,285.7692307692308
14,1996,1,232.94117647058823
19,1996,1,224.66666666666666
20,1996,1,376.8333333333333
21,1996,1,295.4736842105263
23,1996,1,200.0
24,1996,1,403.3076923076923
26,1996,1,348.3333333333333
0,1996,2,216.77777777777777
2,1996,2,200.0
3,1996,2,439.0
4,1996,2,212.0
6,1996,2,379.6666666666667
7,1996,2,237.0
8,1996,2,308.6666666666667
9,1996,2,242.75
11,1996,2,200.0
12,1996,2,200.6153846153846
13,1996,2,298.53333333333336
14,1996,2,242.76470588235293
19,1996,2,227.33333333333334
20,1996,2,360.7142857142857
21,1996,2,323.55
23,1996,2,200.0
24,1996,2,431.25
26,1996,2,369.6666666666667
0,1996,3,216.375
2,1996,3,200.0
3,1996,3,468.3333333333333
4,1996,3,214.0
6,1996,3,333.44444444444446
7,1996,3,200.0
8,1996,3,287.3333333333333
9,1996,3,221.0
11,1996,3,200.0
12,1996,3,200.0
13,1996,3,305.2857142857143
14,1996,3,227.52941176470588
19,1996,3,220.33333333333334
20,1996,3,391.2857142857143
21,1996,3,313.45
23,1996,3,207.7
24,1996,3,421.2857142857143
26,1996,3,308.6666666666667
0,1996,4,207.55555555555554
2,1996,4,281.0
3,1996,4,558.0
4,1996,4,214.0
6,1996,4,436.44444444444446
7,1996,4,200.0
8,1996,4,333.0
9,1996,4,264.5
11,1996,4,200.0
12,1996,4,200.0
13,1996,4,291.6666666666667
14,1996,4,220.2941176470588
19,1996,4,247.0
20,1996,4,397.6666666666667
21,1996,4,412.65
23,1996,4,212.66666666666666
24,1996,4,374.09090909090907
26,1996,4,290.1111111111111
0,1996,5,211.75
2,1996,5,200.0
3,1996,5,370.25
4,1996,5,211.0
6,1996,5,502.77777777777777
7,1996,5,254.0
8,1996,5,309.6666666666667
9,1996,5,282.875
11,1996,5,200.0
12,1996,5,201.84615384615384
13,1996,5,279.92857142857144
14,1996,5,215.23529411764707
19,1996,5,255.33333333333334
20,1996,5,343.42857142857144
21,1996,5,398.89473684210526
23,1996,5,217.25
24,1996,5,402.42857142857144
26,1996,5,254.33333333333334
0,1996,6,204.22222222222223
2,1996,6,200.0
3,1996,6,268.6666666666667
4,1996,6,210.0
6,1996,6,373.8888888888889
7,1996,6,200.0
8,1996,6,277.3333333333333
9,1996,6,225.625
11,1996,6,200.0
12,1996,6,202.84615384615384
13,1996,6,263.7857142857143
14,1996,6,208.64705882352942
19,1996,6,295.3333333333333
20,1996,6,283.0
21,1996,6,336.0
23,1996,6,214.44444444444446
24,1996,6,387.3076923076923
26,1996,6,777.5555555555555
0,1996,7,218.71428571428572
2,1996,7,217.0
3,1996,7,209.25
4,1996,7,200.0
6,1996,7,276.8888888888889
7,1996,7,200.0
8,1996,7,200.0
9,1996,7,204.0
11,1996,7,200.0
12,1996,7,200.0
13,1996,7,259.7857142857143
14,1996,7,200.0
19,1996,7,259.3333333333333
20,1996,7,282.375
21,1996,7,223.88888888888889
23,1996,7,204.0909090909091
24,1996,7,316.1818181818182
26,1996,7,235.88888888888889
0,1996,8,204.875
2,1996,8,200.0
3,1996,8,217.5
4,1996,8,200.0
6,1996,8,296.8333333333333
7,1996,8,200.0
8,1996,8,200.0
9,1996,8,200.0
11,1996,8,200.0
12,1996,8,200.0
13,1996,8,252.57142857142858
14,1996,8,200.0
19,1996,8,264.6666666666667
20,1996,8,243.125
21,1996,8,257.4117647058824
23,1996,8,202.41666666666666
24,1996,8,300.27272727272725
26,1996,8,245.11111111111111
0,1996,9,215.0
2,1996,9,200.0
3,1996,9,257.2
4,1996,9,200.0
6,1996,9,301.22222222222223
7,1996,9,200.0
8,1996,9,200.0
9,1996,9,201.0
11,1996,9,200.0
12,1996,9,200.0
13,1996,9,264.14285714285717
14,1996,9,204.85714285714286
19,1996,9,253.33333333333334
20,1996,9,302.2857142857143
21,1996,9,334.14285714285717
23,1996,9,200.0
24,1996,9,382.875
26,1996,9,229.85714285714286
0,1996,10,213.16666666666666
2,1996,10,200.0
3,1996,10,289.2
4,1996,10,228.5
6,1996,10,426.55555555555554
7,1996,10,262.0
8,1996,10,261.0
9,1996,10,229.75
11,1996,10,203.4
12,1996,10,200.33333333333334
13,1996,10,291.57142857142856
14,1996,10,215.52941176470588
19,1996,10,270.6666666666667
20,1996,10,314.625
21,1996,10,323.15384615384613
23,1996,10,202.66666666666666
24,1996,10,421.9375
26,1996,10,340.0
0,1996,11,229.9875
2,1996,11,200.0
3,1996,11,374.2
4,1996,11,200.0
6,1996,11,509.44444444444446
7,1996,11,200.0
9,1996,11,242.25
11,1996,11,200.0
12,1996,11,200.0
13,1996,11,302.7142857142857
14,1996,11,230.11764705882354
19,1996,11,289.3333333333333
20,1996,11,313.125
21,1996,11,323.7692307692308
23,1996,11,200.0
24,1996,11,497.375
26,1996,11,439.6666666666667
0,1996,12,242.2
2,1996,12,200.0
3,1996,12,370.8
4,1996,12,263.5
6,1996,12,540.7777777777778
7,1996,12,220.0
8,1996,12,200.0
9,1996,12,235.125
11,1996,12,205.4
12,1996,12,200.0
13,1996,12,363.42857142857144
14,1996,12,260.5882352941176
19,1996,12,258.0
20,1996,12,355.0
21,1996,12,394.2142857142857
23,1996,12,200.0
24,1996,12,572.875
0,1997,1,263.25
2,1997,1,280.0
3,1997,1,327.7142857142857
4,1997,1,278.5
6,1997,1,487.1111111111111
7,1997,1,200.0
8,1997,1,312.0
9,1997,1,206.5
11,1997,1,200.0
12,1997,1,200.0
13,1997,1,245.92857142857142
14,1997,1,248.57894736842104
16,1997,1,200.0
19,1997,1,274.0
20,1997,1,283.1666666666667
21,1997,1,325.07142857142856
23,1997,1,200.0
24,1997,1,413.04761904761904
26,1997,1,421.25
0,1997,2,246.45714285714286
3,1997,2,284.14285714285717
4,1997,2,351.5
6,1997,2,412.0
7,1997,2,200.0
8,1997,2,327.0
9,1997,2,200.75
11,1997,2,212.2
12,1997,2,203.6153846153846
13,1997,2,249.85714285714286
14,1997,2,267.0
16,1997,2,200.0
19,1997,2,276.6666666666667
20,1997,2,268.42857142857144
21,1997,2,335.35714285714283
23,1997,2,200.0
24,1997,2,393.95454545454544
26,1997,2,338.14285714285717
0,1997,3,235.11111111111111
2,1997,3,318.0
3,1997,3,371.7142857142857
4,1997,3,296.5
6,1997,3,331.8888888888889
7,1997,3,200.0
8,1997,3,297.5
9,1997,3,221.83333333333334
11,1997,3,200.0
12,1997,3,200.0
13,1997,3,241.35714285714286
14,1997,3,243.94736842105263
16,1997,3,200.0
19,1997,3,301.6666666666667
20,1997,3,266.0
21,1997,3,312.7857142857143
23,1997,3,200.0
24,1997,3,384.5
26,1997,3,361.3333333333333
0,1997,4,218.66666666666666
3,1997,4,244.71428571428572
4,1997,4,258.5
6,1997,4,346.3333333333333
7,1997,4,200.0
8,1997,4,277.5
9,1997,4,200.0
11,1997,4,202.0
12,1997,4,200.0
13,1997,4,229.0
14,1997,4,220.3684210526316
16,1997,4,200.0
19,1997,4,301.6666666666667
20,1997,4,270.2857142857143
21,1997,4,273.14285714285717
23,1997,4,200.0
24,1997,4,385.5882352941176
26,1997,4,244.33333333333334
0,1997,5,237.75
3,1997,5,319.2857142857143
4,1997,5,233.5
5,1997,5,200.0
6,1997,5,393.0
7,1997,5,200.0
8,1997,5,310.0
9,1997,5,206.0
11,1997,5,210.0
12,1997,5,200.0
13,1997,5,241.64285714285714
14,1997,5,214.94736842105263
16,1997,5,200.0
19,1997,5,289.6666666666667
20,1997,5,283.2857142857143
21,1997,5,255.35714285714286
23,1997,5,200.0
24,1997,5,366.5
26,1997,5,315.6666666666667
0,1997,6,222.66666666666666
3,1997,6,327.57142857142856
4,1997,6,213.5
5,1997,6,200.0
6,1997,6,355.0
7,1997,6,200.0
8,1997,6,303.0
9,1997,6,201.75
11,1997,6,205.2
12,1997,6,200.0
13,1997,6,232.64285714285714
14,1997,6,218.31578947368422
16,1997,6,200.0
19,1997,6,283.3333333333333
20,1997,6,261.0
21,1997,6,215.69230769230768
23,1997,6,201.58333333333334
24,1997,6,320.8421052631579
26,1997,6,262.25
0,1997,7,214.11111111111111
3,1997,7,205.71428571428572
4,1997,7,228.0
5,1997,7,200.0
6,1997,7,293.0
7,1997,7,200.0
8,1997,7,200.0
9,1997,7,200.0
11,1997,7,203.2
12,1997,7,200.0
13,1997,7,218.92857142857142
14,1997,7,228.21052631578948
16,1997,7,200.0
19,1997,7,276.6666666666667
20,1997,7,265.57142857142856
21,1997,7,219.875
23,1997,7,200.83333333333334
24,1997,7,284.35
26,1997,7,255.66666666666666
0,1997,8,216.0
3,1997,8,233.71428571428572
4,1997,8,200.0
5,1997,8,200.0
6,1997,8,248.55555555555554
7,1997,8,200.0
8,1997,8,200.0
9,1997,8,200.0
11,1997,8,200.0
12,1997,8,200.0
13,1997,8,218.78571428571428
14,1997,8,211.78947368421052
16,1997,8,200.0
19,1997,8,285.0
20,1997,8,264.0
21,1997,8,211.375
23,1997,8,200.0
24,1997,8,252.6315789473684
26,1997,8,200.0
0,1997,9,221.66666666666666
3,1997,9,217.66666666666666
4,1997,9,200.0
5,1997,9,200.0
6,1997,9,300.6666666666667
7,1997,9,200.0
8,1997,9,200.0
9,1997,9,205.5
11,1997,9,205.6
12,1997,9,200.0
13,1997,9,214.35714285714286
14,1997,9,239.8095238095238
16,1997,9,200.0
19,1997,9,283.3333333333333
20,1997,9,266.57142857142856
21,1997,9,226.6875
23,1997,9,200.0
24,1997,9,268.8
26,1997,9,251.33333333333334
0,1997,10,249.5
3,1997,10,316.7142857142857
4,1997,10,203.5
6,1997,10,328.44444444444446
7,1997,10,200.0
9,1997,10,200.0
11,1997,10,216.4
12,1997,10,206.76923076923077
13,1997,10,223.42857142857142
14,1997,10,228.0952380952381
16,1997,10,200.0
19,1997,10,308.0
20,1997,10,269.57142857142856
21,1997,10,254.25
23,1997,10,202.75
24,1997,10,273.95
26,1997,10,305.6666666666667
0,1997,11,231.66666666666666
3,1997,11,382.57142857142856
4,1997,11,201.5
5,1997,11,200.0
6,1997,11,347.22222222222223
7,1997,11,200.0
8,1997,11,200.0
9,1997,11,200.0
11,1997,11,207.4
12,1997,11,226.92307692307693
13,1997,11,223.92857142857142
14,1997,11,218.71428571428572
16,1997,11,200.0
19,1997,11,308.0
20,1997,11,273.57142857142856
21,1997,11,279.1875
23,1997,11,207.66666666666666
24,1997,11,300.9
26,1997,11,260.0
0,1997,12,238.88888888888889
3,1997,12,318.7142857142857
4,1997,12,201.0
5,1997,12,200.0
6,1997,12,299.22222222222223
7,1997,12,200.0
8,1997,12,200.0
9,1997,12,200.0
11,1997,12,238.33333333333334
12,1997,12,208.23076923076923
13,1997,12,219.07142857142858
14,1997,12,245.63636363636363
16,1997,12,200.0
19,1997,12,297.3333333333333
20,1997,12,229.75
21,1997,12,262.3125
23,1997,12,202.08333333333334
24,1997,12,336.1111111111111
26,1997,12,342.3333333333333
0,1998,1,220.0
3,1998,1,343.14285714285717
4,1998,1,258.5
5,1998,1,200.0
6,1998,1,360.1111111111111
7,1998,1,200.0
8,1998,1,200.0
9,1998,1,219.5
11,1998,1,216.2
12,1998,1,215.07692307692307
13,1998,1,280.42857142857144
14,1998,1,255.0
16,1998,1,200.0
19,1998,1,303.0
21,1998,1,370.125
23,1998,1,210.78571428571428
24,1998,1,451.7368421052632
26,1998,1,471.6
0,1998,2,224.88888888888889
3,1998,2,377.57142857142856
4,1998,2,273.5
5,1998,2,200.0
6,1998,2,343.55555555555554
7,1998,2,200.0
8,1998,2,358.0
9,1998,2,232.875
11,1998,2,226.0
12,1998,2,225.75
13,1998,2,302.85714285714283
14,1998,2,247.84
16,1998,2,200.0
19,1998,2,312.6666666666667
21,1998,2,319.57894736842104
23,1998,2,210.46666666666667
24,1998,2,429.0
26,1998,2,200.0
0,1998,3,215.88888888888889
3,1998,3,358.14285714285717
4,1998,3,264.0
5,1998,3,200.0
6,1998,3,311.6666666666667
7,1998,3,200.0
8,1998,3,313.0
9,1998,3,216.375
11,1998,3,217.6
12,1998,3,221.3846153846154
13,1998,3,284.7142857142857
14,1998,3,234.68
16,1998,3,200.0
19,1998,3,299.6666666666667
21,1998,3,289.9
23,1998,3,212.66666666666666
24,1998,3,403.3333333333333
26,1998,3,330.6666666666667
0,1998,4,200.0
3,1998,4,310.0
4,1998,4,322.5
5,1998,4,200.0
6,1998,4,427.55555555555554
7,1998,4,200.0
8,1998,4,345.5
9,1998,4,250.28571428571428
11,1998,4,217.4
12,1998,4,225.84615384615384
13,1998,4,280.2142857142857
14,1998,4,240.77272727272728
16,1998,4,200.0
19,1998,4,291.6666666666667
21,1998,4,312.9
23,1998,4,209.375
24,1998,4,415.63157894736844
26,1998,4,264.0
0,1998,5,203.5
3,1998,5,296.57142857142856
4,1998,5,376.0
6,1998,5,506.44444444444446
7,1998,5,200.0
8,1998,5,369.0
9,1998,5,221.0
11,1998,5,207.4
12,1998,5,226.53846153846155
13,1998,5,270.0
14,1998,5,237.24
16,1998,5,200.0
19,1998,5,283.0
21,1998,5,362.65
23,1998,5,203.6875
24,1998,5,443.1578947368421
26,1998,5,240.25
0,1998,6,207.6
3,1998,6,282.57142857142856
4,1998,6,355.5
5,1998,6,200.0
6,1998,6,361.0
7,1998,6,200.0
8,1998,6,240.0
9,1998,6,215.71428571428572
11,1998,6,200.0
12,1998,6,236.07692307692307
13,1998,6,267.14285714285717
14,1998,6,224.125
16,1998,6,200.0
19,1998,6,292.0
21,1998,6,265.0
23,1998,6,200.0
24,1998,6,400.1764705882353
26,1998,6,219.25
0,1998,7,200.0
3,1998,7,239.42857142857142
4,1998,7,235.5
5,1998,7,200.0
6,1998,7,285.55555555555554
7,1998,7,200.0
8,1998,7,230.5
9,1998,7,200.0
11,1998,7,200.0
12,1998,7,200.0
13,1998,7,243.21428571428572
14,1998,7,224.3913043478261
19,1998,7,298.3333333333333
21,1998,7,224.35
23,1998,7,204.5
24,1998,7,320.70588235294116
26,1998,7,210.33333333333334
0,1998,8,200.0
3,1998,8,222.4
4,1998,8,200.0
5,1998,8,200.0
6,1998,8,278.3333333333333
7,1998,8,200.0
8,1998,8,224.5
9,1998,8,200.0
11,1998,8,200.0
12,1998,8,200.15384615384616
13,1998,8,248.42857142857142
14,1998,8,216.10526315789474
19,1998,8,316.0
21,1998,8,220.58823529411765
23,1998,8,202.8
24,1998,8,326.05263157894734
26,1998,8,237.0
0,1998,9,200.0
3,1998,9,216.4
4,1998,9,231.5
5,1998,9,200.0
6,1998,9,285.0
7,1998,9,200.0
8,1998,9,239.5
9,1998,9,200.0
11,1998,9,200.0
12,1998,9,227.76923076923077
13,1998,9,245.5
14,1998,9,227.94117647058823
19,1998,9,316.0
21,1998,9,227.58823529411765
23,1998,9,206.8125
24,1998,9,358.05263157894734
26,1998,9,200.0
0,1998,10,372.3333333333333
3,1998,10,257.8
4,1998,10,221.5
6,1998,10,456.77777777777777
7,1998,10,200.0
8,1998,10,461.0
9,1998,10,213.125
11,1998,10,231.6
12,1998,10,253.84615384615384
13,1998,10,283.4166666666667
14,1998,10,201.64285714285714
19,1998,10,394.0
21,1998,10,259.8
23,1998,10,204.0
24,1998,10,400.6875
26,1998,10,206.0
0,1998,11,284.6666666666667
3,1998,11,333.6
4,1998,11,263.0
6,1998,11,509.3333333333333
7,1998,11,206.0
8,1998,11,395.0
9,1998,11,230.5
11,1998,11,228.4
12,1998,11,262.0769230769231
13,1998,11,285.64285714285717
14,1998,11,207.27777777777777
19,1998,11,340.0
21,1998,11,320.8125
23,1998,11,200.0
24,1998,11,401.63157894736844
26,1998,11,320.0
0,1998,12,245.77777777777777
3,1998,12,513.2
4,1998,12,407.0
5,1998,12,200.0
6,1998,12,447.1666666666667
7,1998,12,290.0
8,1998,12,387.0
9,1998,12,259.625
11,1998,12,207.4
12,1998,12,205.72727272727272
13,1998,12,329.42857142857144
14,1998,12,228.0
19,1998,12,321.0
21,1998,12,369.1578947368421
24,1998,12,488.0625
0,1999,1,243.11111111111111
3,1999,1,404.6
4,1999,1,236.0
5,1999,1,200.0
6,1999,1,320.1111111111111
7,1999,1,221.0
8,1999,1,272.5
9,1999,1,225.75
11,1999,1,205.4
12,1999,1,203.91666666666666
13,1999,1,306.2142857142857
14,1999,1,243.2173913043478
16,1999,1,200.0
19,1999,1,292.6666666666667
20,1999,1,412.5
21,1999,1,290.45
23,1999,1,200.0
24,1999,1,410.25
26,1999,1,470.3333333333333
0,1999,2,239.0
3,1999,2,400.85714285714283
4,1999,2,212.0
5,1999,2,200.0
6,1999,2,348.77777777777777
7,1999,2,211.0
8,1999,2,240.0
9,1999,2,210.75
11,1999,2,200.0
12,1999,2,223.75
13,1999,2,271.2142857142857
14,1999,2,243.82608695652175
16,1999,2,200.0
19,1999,2,289.6666666666667
20,1999,2,390.4
21,1999,2,256.2
23,1999,2,200.0
24,1999,2,378.2105263157895
26,1999,2,423.0
0,1999,3,256.8888888888889
3,1999,3,410.14285714285717
4,1999,3,236.0
5,1999,3,200.0
6,1999,3,376.8888888888889
7,1999,3,283.0
8,1999,3,374.5
9,1999,3,208.75
11,1999,3,204.8
12,1999,3,237.28571428571428
13,1999,3,296.5
14,1999,3,233.0909090909091
16,1999,3,200.0
19,1999,3,267.6666666666667
20,1999,3,392.42857142857144
21,1999,3,275.3125
23,1999,3,200.0
24,1999,3,409.10526315789474
26,1999,3,402.6666666666667
0,1999,4,267.6666666666667
3,1999,4,397.57142857142856
4,1999,4,292.5
5,1999,4,200.0
6,1999,4,386.44444444444446
7,1999,4,271.0
8,1999,4,535.0
9,1999,4,246.75
11,1999,4,212.0
12,1999,4,200.0
13,1999,4,317.84615384615387
14,1999,4,245.7826086956522
16,1999,4,200.0
19,1999,4,274.0
20,1999,4,419.125
21,1999,4,284.5625
23,1999,4,200.0
24,1999,4,400.0
26,1999,4,328.6666666666667
0,1999,5,296.44444444444446
3,1999,5,270.0
4,1999,5,291.5
5,1999,5,200.0
6,1999,5,412.77777777777777
7,1999,5,257.0
9,1999,5,255.0
11,1999,5,200.0
12,1999,5,200.0
13,1999,5,267.0
14,1999,5,221.95454545454547
16,1999,5,200.0
19,1999,5,285.0
20,1999,5,407.25
21,1999,5,291.3125
23,1999,5,200.0
24,1999,5,378.8
26,1999,5,216.0
0,1999,6,276.6666666666667
3,1999,6,248.71428571428572
4,1999,6,207.0
6,1999,6,412.22222222222223
8,1999,6,231.0
9,1999,6,244.875
11,1999,6,200.0
12,1999,6,200.0
14,1999,6,218.8
16,1999,6,200.0
19,1999,6,282.6666666666667
20,1999,6,394.75
21,1999,6,338.5
23,1999,6,200.0
24,1999,6,336.0
26,1999,6,226.66666666666666
0,1999,7,258.3333333333333
3,1999,7,209.28571428571428
4,1999,7,200.0
6,1999,7,283.1111111111111
8,1999,7,203.0
9,1999,7,215.5
11,1999,7,200.0
12,1999,7,200.0
14,1999,7,206.88
16,1999,7,200.0
19,1999,7,280.3333333333333
20,1999,7,350.42857142857144
21,1999,7,261.5833333333333
23,1999,7,200.0
24,1999,7,273.9
26,1999,7,207.0
0,1999,8,214.77777777777777
3,1999,8,218.42857142857142
4,1999,8,200.0
6,1999,8,295.0
8,1999,8,200.0
9,1999,8,213.25
11,1999,8,200.0
12,1999,8,202.0
14,1999,8,205.92
16,1999,8,200.0
19,1999,8,247.33333333333334
20,1999,8,391.375
21,1999,8,218.1818181818182
23,1999,8,200.0
24,1999,8,265.76190476190476
26,1999,8,206.66666666666666
0,1999,9,208.66666666666666
3,1999,9,225.71428571428572
4,1999,9,209.5
6,1999,9,270.3333333333333
8,1999,9,200.0
9,1999,9,215.0
11,1999,9,213.0
12,1999,9,204.3846153846154
14,1999,9,214.16
16,1999,9,200.0
19,1999,9,262.6666666666667
20,1999,9,398.0
21,1999,9,207.3
23,1999,9,200.0
24,1999,9,292.14285714285717
26,1999,9,200.0
0,1999,10,219.88888888888889
3,1999,10,266.14285714285717
4,1999,10,258.5
6,1999,10,345.0
8,1999,10,341.3333333333333
9,1999,10,221.5
11,1999,10,200.0
12,1999,10,203.07142857142858
14,1999,10,217.36
16,1999,10,200.0
19,1999,10,200.0
20,1999,10,410.875
21,1999,10,229.22222222222223
23,1999,10,200.0
24,1999,10,317.1
26,1999,10,219.66666666666666
0,1999,11,220.11111111111111
3,1999,11,269.0
4,1999,11,307.5
6,1999,11,435.6666666666667
8,1999,11,345.6666666666667
9,1999,11,244.875
11,1999,11,209.4
12,1999,11,205.35714285714286
14,1999,11,238.44
16,1999,11,200.0
19,1999,11,200.0
20,1999,11,416.125
21,1999,11,288.2
23,1999,11,202.76923076923077
24,1999,11,347.04761904761904
