State ,City,Location,Type,Category of ES,No. of mon. days (n),Min,Max,SO2 Annual average (µg/m3),10 percentile,90 percentile,Standard Deviation,Percentage- exceedence(24 hourly),Air Quality
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,RIRuO,NA,91,23,39,30,27,35,3,0,Moderate
Uttar Pradesh,Jhansi,Jail Chauraha,RIRuO,NA,120,7,16,9,7,10,1,0,Low
Uttar Pradesh,Jhansi,Veeranga Nagar,RIRuO,NA,120,6,11,8,6,9,1,0,Low
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",RIRuO,NA,59,4,10,7,6,9,1,0,Low
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa,RIRuO,NA,55,4,18,8,6,9,2,0,Low
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",RIRuO,NA,38,6,10,8,7,9,1,0,Null
Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,RIRuO,NA,28,5,9,8,6,9,1,0,Null
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,RIRuO,NA,55,5,10,7,6,9,1,0,Low
Uttar Pradesh,Kanpur,"Vikas Nagar, Kanpur",RIRuO,NA,226,1,18,2,1,3,2,0,Low
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",RIRuO,NA,71,2,20,4,2,8,4,0,Low
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",RIRuO,NA,83,10,75,29,14,52,16,0,Moderate
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",RIRuO,NA,62,2,6,2,2,4,1,0,Low
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,RIRuO,NA,96,20,34,30,26,33,3,0,Moderate
Uttar Pradesh,Khurja,Ahirpara,RIRuO,NA,73,19,30,26,22,29,3,0,Moderate
Uttar Pradesh,Lucknow,Mahanagar,RIRuO,NA,105,6,20,8,7,9,1,0,Low
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",RIRuO,NA,107,6,12,8,7,9,1,0,Low
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",RIRuO,NA,103,6,9,8,7,8,0,0,Low
Uttar Pradesh,Lucknow,Talkatora,RIRuO,NA,105,7,22,9,8,9,2,0,Low
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,RIRuO,NA,106,7,9,8,7,9,1,0,Low
Uttar Pradesh,Meerut,Begum Bridge,RIRuO,NA,71,4,6,5,4,6,1,0,Low
Uttar Pradesh,Meerut,Thana Railway Road / Kesarganj,RIRuO,NA,66,4,10,5,4,5,1,0,Low
Uttar Pradesh,Muradabad,"Hindu College, Station Road",RIRuO,NA,102,5,50,14,8,20,6,0,Low
Uttar Pradesh,Muradabad,"Central Police Hospital, Civil Lines",RIRuO,NA,98,5,41,11,6,17,5,0,Low
Uttar Pradesh,Noida,"UP PPCB, E-12/1, Sector - 1",RIRuO,NA,96,7,15,10,8,13,2,0,Low
Uttar Pradesh,Noida,Gee-Pee Electroplating and Eng. Work,RIRuO,NA,96,7,14,10,9,12,1,0,Low
Uttar Pradesh,Varanasi,"Regional Office, Jawahar Nagar",RIRuO,NA,88,14,18,17,15,18,1,0,Low
Uttar Pradesh,Varanasi,Sigra,RIRuO,NA,84,14,19,17,15,18,1,0,Low
Uttar Pradesh,Unnao,"H. No. 5, Krishna Nagar, Unnao",RIRuO,NA,12,8,11,9,8,11,1,0,Null
Uttar Pradesh,Unnao,"IIA Building, Industrial Area, Site 10, Unnao",RIRuO,NA,14,11,13,11,11,12,1,0,Null
Uttar Pradesh,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",RIRuO,NA,28,25,32,30,28,31,2,0,Null
Uttar Pradesh,Saharanpur,"UPCL S.E. Office, Near Clock Tower",RIRuO,NA,28,25,30,28,27,29,1,0,Null
Uttar Pradesh,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",RIRuO,NA,70,5,12,7,5,10,2,0,Low
Uttar Pradesh,Raebareli,Khoya mandi Tiraha Lucknow Road Raebareli,RIRuO,NA,57,5,15,10,7,14,3,0,Low
Uttar Pradesh,Raebareli,Amawan Road Ind. Area Raebareli,RIRuO,NA,49,6,12,8,6,11,2,0,Null
Uttar Pradesh,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",RIRuO,NA,14,14,20,16,14,19,2,0,Null
Uttar Pradesh,Mathura,"CETP, Industrial Area, Mathura",RIRuO,NA,16,18,35,23,18,30,6,0,Null
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",RIRuO,NA,36,13,23,19,15,22,3,0,Null
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",RIRuO,NA,36,13,36,22,17,25,4,0,Null
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",RIRuO,NA,19,25,29,27,25,29,1,0,Null
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",ES,Doon valley,25,17,24,21,19,23,2,0,Null
Uttarakhand,Dehradun,"Clock Tower, PWD Guest House",ES,Doon valley,29,20,30,24,21,28,3,0,Null
Uttarakhand,Dehradun,Himalaya Drug Co. Near ISBT,ES,Doon valley,33,18,31,22,19,25,3,0,Null
Uttarakhand,Haldwani,Govt. Women Hospital,RIRuO,NA,10,15,19,17,15,18,1,0,Null
Uttarakhand,Haridwar,"SIDCUL, Haridwar",RIRuO,NA,42,11,31,23,19,28,4,0,Null
Uttarakhand,Kashipur,"BSNL Office, Kashipur",RIRuO,NA,12,24,25,25,25,25,0,0,Null
Uttarakhand,Rishikesh,Nagar Palika Parishad,ES,Hill station,32,16,25,21,17,24,2,0,Null
Uttarakhand,Rudrapur,SIDCUL Office,RIRuO,NA,5,14,16,15,14,16,1,0,Null
West Bengal,Asansol,Asansol Municipal Corporation,RIRuO,NA,96,4,19,7,5,9,2,0,Low
West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",RIRuO,NA,96,4,14,7,5,9,2,0,Low
West Bengal,Asansol,"Burnpur Town Department, Burnpur",RIRuO,NA,104,4,13,7,5,10,2,0,Low
West Bengal,Barrackpore,Barrackpore Municiaplity,RIRuO,NA,104,4,47,18,6,40,13,0,Low
West Bengal,Barrackpore,Dum Dum Telephone Exchange,RIRuO,NA,104,5,54,22,9,48,15,0,Low
West Bengal,Barrackpore,Khardah Municipality,RIRuO,NA,104,7,53,23,9,47,14,0,Low
West Bengal,Durgapur,"DMC Water Works, Angadpur",RIRuO,NA,43,5,10,7,6,9,1,0,Null
West Bengal,Durgapur,"Kwality Hotel, Bhiringi More, Benachiti",RIRuO,NA,43,5,10,7,5,9,1,0,Null
West Bengal,Durgapur,"Bidhannagar, PCBL Club, Muchipara",RIRuO,NA,43,4,9,6,4,7,1,0,Null
West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",RIRuO,NA,43,6,13,9,7,11,2,0,Null
West Bengal,Haldia,"Bhabanipur, Milan Viyapith, Bhabanipur",RIRuO,NA,104,8,24,15,11,19,3,0,Low
West Bengal,Haldia,"Bhunia Raichak, Driver's Hut , Bhunia",RIRuO,NA,104,10,24,15,12,19,3,0,Low
West Bengal,Haldia,"Supermarket Building, Durgachak",RIRuO,NA,104,8,21,13,10,17,3,0,Low
West Bengal,Haldia,WBIIDC Ruchi Soya Ind. Durgachak,RIRuO,NA,104,9,24,16,12,19,3,0,Low
West Bengal,Haldia,"Priyangbada, Housing Estate",RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
West Bengal,Howrah,Howrah Municipal Corporation Building,RIRuO,NA,104,5,22,11,7,17,4,0,Low
West Bengal,Howrah,"Naskarpara Pump House, Ghuseri",RIRuO,NA,104,6,31,14,8,20,5,0,Low
West Bengal,Howrah,"CDS & Health Centre, Bator",RIRuO,NA,104,4,16,10,6,13,3,0,Low
West Bengal,Howrah,"Howrah Municipality School, Bandhaghat",RIRuO,NA,104,6,34,15,9,22,5,0,Low
West Bengal,Kolkata,"Salt Lake, Rooftop of CK Market",RIRuO,NA,104,4,19,7,5,9,2,0,Low
West Bengal,Kolkata,"Moulali, Rooftop of KMC office Building",RIRuO,NA,104,5,14,8,5,10,2,0,Low
West Bengal,Kolkata,"Minto Park, Inside Park AJC Bose Road",RIRuO,NA,104,3,15,7,5,9,2,0,Low
West Bengal,Kolkata,"Dunlop Bridge, National Sample Survey",RIRuO,NA,104,4,14,8,5,11,2,0,Low
West Bengal,Kolkata,"Behala Chowrasta, Traffic Guard Building",RIRuO,NA,104,4,16,8,5,10,2,0,Low
West Bengal,Kolkata,"Baishnabghata, Upanagari Sporting Club",RIRuO,NA,104,4,10,6,4,8,1,0,Low
West Bengal,Kolkata,"Cossipore Police Station, B.T. Road",RIRuO,NA,88,2,131,28,7,66,25,3,Moderate
West Bengal,Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",RIRuO,NA,88,2,117,23,6,55,22,2,Low
West Bengal,Kolkata,Kasba,RIRuO,NA,88,2,76,22,6,52,20,0,Low
West Bengal,Kolkata,JD Park,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
West Bengal,Raniganj,Raniganj Municipality,RIRuO,NA,104,5,30,9,7,12,3,0,Low
West Bengal,Raniganj,"Mangalpur, SKS School Mangalpur",RIRuO,NA,104,4,10,6,4,8,1,0,Low
West Bengal,Raniganj,Jamuria Municipality,RIRuO,NA,104,4,12,7,5,9,2,0,Low
West Bengal,Sankrail,Bharat Co-op Housing Society,RIRuO,NA,104,4,19,9,6,14,3,0,Low
West Bengal,Sankrail,"Bagan Police Station, Bagan",RIRuO,NA,77,4,19,11,7,15,3,0,Low
West Bengal,Sankrail,Dhulagar Gram Pachayat,RIRuO,NA,104,4,18,10,6,14,3,0,Low
West Bengal,Sankrail,"P Mukherjee's House, Near SBI Amta",RIRuO,NA,104,3,11,6,4,9,2,0,Low
West Bengal,South Suburban,"Chanditala Water Supply , Tollygunge",RIRuO,NA,104,4,12,7,5,9,2,0,Low
West Bengal,South Suburban,"Bauipur Police Station, Baruipur",RIRuO,NA,104,3,13,6,4,7,1,0,Low
West Bengal,South Suburban,"P Roy Industrial Training Institute, Amtala",RIRuO,NA,104,4,11,6,5,8,2,0,Low
