CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-06-30,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-07-31,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-08-31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-09-30,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-10-31,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-11-30,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2017-12-31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-01-31,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-02-28,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-03-31,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-04-30,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-05-31,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-06-30,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-07-31,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-08-31,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-09-30,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-10-31,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-11-30,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2018-12-31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-01-31,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-02-28,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,Coal,EAC,Million Tonnes,Monthly,NA,ENCOTOTPRO11M,Coal Production (Monthly),2019-03-31,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
