CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2018-12-31,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2019-12-31,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2020-12-31,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2021-12-31,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2022-12-31,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2023-12-31,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2024-12-31,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2025-12-31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2026-12-31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2027-12-31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2028-12-31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2029-12-31,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2030-12-31,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2031-12-31,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2032-12-31,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2033-12-31,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2034-12-31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Life Expectancy at Birth,World Population Prospects,Years,Annually,,DMLEBINABSGLA,Life Expectancy at Birth - India,2035-12-31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
