CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2012-12-31,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2013-12-31,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2014-12-31,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2015-12-31,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2016-12-31,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2017-12-31,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2018-12-31,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2019-12-31,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2020-12-31,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2021-12-31,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2022-12-31,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2023-12-31,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2024-12-31,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2025-12-31,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2026-12-31,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2027-12-31,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2028-12-31,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2029-12-31,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2030-12-31,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2031-12-31,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2032-12-31,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2033-12-31,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2034-12-31,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2035-12-31,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2036-12-31,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2037-12-31,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2038-12-31,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2039-12-31,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2040-12-31,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2041-12-31,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2042-12-31,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2043-12-31,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2044-12-31,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2045-12-31,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2046-12-31,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2047-12-31,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2048-12-31,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2049-12-31,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Indicators,Population Density,World Population Prospects,Number of persons per square Kilometer,Annually,,DMPODINABSGLA,Population Density - India,2050-12-31,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
