CATEGORY,SUBCATEGORY,SOURCE,UNIT,FREQUENCY,CURRENCY,IDENTIFIER,TITLE,DATE,INDIA,ANDHRAPRADESH,ARUNACHALPRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JAMMUANDKASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TELANGANA,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDAMANANDNICOBARISLANDS,CHANDIGARH,DELHI,PUDUCHERRY,DAMANDDIU,DADRAANDNAGARHAVELI,LAKSHWADEEP,OLDANDHRAPRADESH,OLDBIHAR,OLDMADHYAPRADESH,OLDUTTARPRADESH
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-06-30,260445,7331,664,5841,3350,3162,2061,21859,10264,3520,4639,4438,21650,21123,7689,30526,631,825,260,524,3963,11986,13453,347,23597,,406,23380,3642,7093,212,1602,18881,1143,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-07-31,237443,6544,608,5878,4581,2748,1194,21362,12760,3614,4657,5203,14708,18305,10555,27338,692,859,278,574,4836,10694,11515,307,15193,,429,23012,4564,7454,252,1488,14245,741,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-08-31,240895,7113,631,5587,5185,2746,2669,23375,11985,3268,3979,4241,19250,21966,8232,28439,310,906,228,482,4014,8887,10333,292,18656,,373,20252,3388,7689,194,1526,13582,841,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-09-30,265642,7627,529,6243,3639,3336,2104,23659,13275,3087,3755,3886,20821,28060,8658,38468,377,878,261,523,4005,9230,12937,306,18931,,370,20829,3161,8306,222,1427,15573,813,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-10-31,286065,6433,478,6857,4055,4752,2039,32401,13676,4612,4696,4937,19617,23595,9274,37154,575,841,317,593,6461,10039,15275,345,16916,,543,29989,4136,5882,281,1572,16446,849,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-11-30,279749,5927,682,7464,6313,3765,1943,28688,15684,5450,5655,6577,18310,19653,13020,32162,596,957,306,461,4540,10008,16731,395,17595,,527,24359,5654,9032,268,1638,14356,624,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2017-12-31,232150,6722,622,6859,5880,2725,1696,19039,13222,4450,3456,4816,11985,15277,9890,24496,903,866,342,432,3953,12294,13491,305,16536,,403,22494,4286,7270,195,1313,15133,575,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-01-31,316848,6578,677,6744,7907,4062,2285,28643,17619,4762,5966,4756,25479,28131,10689,40666,687,1186,340,858,5445,10295,14969,350,24450,,519,28402,5158,7015,246,2200,18418,942,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-02-28,247278,5850,549,5970,3947,2959,1544,23241,15215,4088,5013,5181,16965,15269,10531,25727,394,806,271,524,4587,10659,14372,294,17462,,409,26074,4191,8530,160,1444,14179,583,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-03-31,284734,9513,623,6399,8597,3669,2031,23529,17549,4445,5388,5271,20212,18752,10356,34398,611,1139,290,669,5043,12749,15871,341,18483,,427,26769,4270,8684,238,1494,15856,782,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-04-30,268280,8688,605,6375,6364,3272,1678,25385,13406,4461,4085,4712,19160,20381,10030,30062,718,935,334,643,5603,8692,13102,394,19737,,354,29269,4633,8450,199,1476,14028,668,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-05-31,274903,8218,723,6920,6580,3344,1533,23990,16858,4861,6310,5552,18320,20539,12777,26408,684,1047,366,618,4669,9572,15603,404,18447,,555,30498,4351,8115,235,1363,14324,756,,,,,,,
Industry,Automobiles,MORTH,Number,Monthly,NA,INAUREGPVV11M,"Passenger Vehicle Registrations (Month, ex Telangana)",2018-06-30,251078,7342,670,6256,5207,3393,1463,20870,13075,3438,6084,4334,19549,19473,9608,28042,558,783,304,589,4574,10514,13040,371,18228,,528,23721,3706,7576,187,1429,15016,794,,,,,,,
