country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","07-01-2024 09:00:00",22.118125,83.140608,CO,70,110,85
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","07-01-2024 09:00:00",22.348441,82.549611,NH3,1,7,5
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","07-01-2024 09:00:00",22.348441,82.549611,CO,30,50,41
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","07-01-2024 09:00:00",22.126650,83.483212,NH3,1,6,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","07-01-2024 09:00:00",22.126650,83.483212,CO,36,60,48
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","07-01-2024 09:00:00",21.258815,81.578979,NO2,48,63,56
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","07-01-2024 09:00:00",21.258815,81.578979,SO2,5,9,7
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","07-01-2024 09:00:00",21.371751,81.664929,PM10,53,146,102
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,PM2.5,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,NO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,NH3,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,SO2,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC","07-01-2024 09:00:00",28.815329,77.153010,PM2.5,252,422,347
India,Delhi,Delhi,"Alipur, Delhi - DPCC","07-01-2024 09:00:00",28.815329,77.153010,PM10,148,410,237
India,Delhi,Delhi,"Alipur, Delhi - DPCC","07-01-2024 09:00:00",28.815329,77.153010,OZONE,4,45,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.647622,77.3158090,PM2.5,328,469,382
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.695381,77.181665,PM10,191,419,311
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.695381,77.181665,NH3,10,15,12
India,Delhi,Delhi,"Bawana, Delhi - DPCC","07-01-2024 09:00:00",28.776200,77.051074,CO,44,96,51
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","07-01-2024 09:00:00",28.7256504,77.2011573,PM2.5,283,422,338
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","07-01-2024 09:00:00",28.5512005,77.2735737,NO2,23,26,25
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","07-01-2024 09:00:00",28.5512005,77.2735737,OZONE,34,46,35
India,Delhi,Delhi,"DTU, Delhi - CPCB","07-01-2024 09:00:00",28.7500499,77.1112615,PM2.5,77,337,206
India,Delhi,Delhi,"DTU, Delhi - CPCB","07-01-2024 09:00:00",28.7500499,77.1112615,NH3,12,23,15
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2024 09:00:00",28.498571,77.264840,PM2.5,265,416,353
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2024 09:00:00",28.498571,77.264840,CO,42,107,59
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","07-01-2024 09:00:00",28.6811736,77.3025234,PM2.5,86,310,242
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","07-01-2024 09:00:00",28.6811736,77.3025234,SO2,1,57,12
India,Delhi,Delhi,"ITO, Delhi - CPCB","07-01-2024 09:00:00",28.628624,77.241060,PM2.5,36,321,270
India,Delhi,Delhi,"ITO, Delhi - CPCB","07-01-2024 09:00:00",28.628624,77.241060,OZONE,10,23,11
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","07-01-2024 09:00:00",28.732820,77.170633,PM10,205,500,351
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","07-01-2024 09:00:00",28.732820,77.170633,NO2,31,55,42
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.580280,77.233829,PM2.5,220,385,334
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.580280,77.233829,OZONE,5,25,10
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.611281,77.237738,NO2,40,103,69
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.611281,77.237738,OZONE,3,15,9
India,Delhi,Delhi,"Mundka, Delhi - DPCC","07-01-2024 09:00:00",28.684678,77.076574,NH3,6,11,9
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","07-01-2024 09:00:00",28.60909,77.0325413,NH3,6,11,8
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","07-01-2024 09:00:00",28.60909,77.0325413,OZONE,19,45,27
India,Delhi,Delhi,"Narela, Delhi - DPCC","07-01-2024 09:00:00",28.822836,77.101981,PM10,189,439,336
India,Delhi,Delhi,"Narela, Delhi - DPCC","07-01-2024 09:00:00",28.822836,77.101981,CO,60,105,69
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","07-01-2024 09:00:00",28.567890,77.250515,NO2,51,118,70
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","07-01-2024 09:00:00",28.57834,77.18400,PM2.5,241,390,336
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","07-01-2024 09:00:00",28.57834,77.18400,NO2,1,7,4
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","07-01-2024 09:00:00",28.623763,77.287209,PM10,215,414,352
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","07-01-2024 09:00:00",28.623763,77.287209,NH3,6,11,9
India,Delhi,Delhi,"Pusa, Delhi - DPCC","07-01-2024 09:00:00",28.639652,77.146275,OZONE,7,20,10
India,Delhi,Delhi,"Pusa, Delhi - IMD","07-01-2024 09:00:00",28.636110,77.173332,PM2.5,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","07-01-2024 09:00:00",28.563262,77.186937,NO2,1,55,11
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","07-01-2024 09:00:00",28.6514781,77.1473105,PM10,183,416,328
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","07-01-2024 09:00:00",28.6514781,77.1473105,SO2,18,43,28
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","07-01-2024 09:00:00",28.5504249,77.2159377,NO2,51,113,91
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","07-01-2024 09:00:00",28.5504249,77.2159377,SO2,26,30,27
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.672342,77.315260,SO2,7,12,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.672342,77.315260,OZONE,2,7,4
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","07-01-2024 09:00:00",28.699793,77.165453,NH3,4,8,5
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","07-01-2024 09:00:00",23.107969,72.574648,NH3,3,3,3
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","07-01-2024 09:00:00",23.107969,72.574648,OZONE,21,24,22
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","07-01-2024 09:00:00",23.020509,72.579261,PM2.5,70,305,144
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","07-01-2024 09:00:00",23.020509,72.579261,OZONE,13,14,13
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","07-01-2024 09:00:00",23.016834,72.625775,PM2.5,57,177,100
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","07-01-2024 09:00:00",23.016834,72.625775,PM10,75,142,106
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","07-01-2024 09:00:00",23.041137,72.456691,OZONE,2,4,4
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,PM10,66,86,74
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,NH3,2,4,3
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,SO2,4,8,5
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,OZONE,3,17,8
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","07-01-2024 09:00:00",23.076793,72.627874,OZONE,1,31,23
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","07-01-2024 09:00:00",23.043070,72.562968,SO2,1,2,2
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","07-01-2024 09:00:00",23.243639,72.68994,PM2.5,68,116,84
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","07-01-2024 09:00:00",23.243639,72.68994,PM10,71,120,90
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","07-01-2024 09:00:00",23.221714,72.654328,PM2.5,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","07-01-2024 09:00:00",23.221714,72.654328,NH3,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","07-01-2024 09:00:00",23.221714,72.654328,CO,10,34,20
India,Gujarat,Surat,"Science Center, Surat - SMC","07-01-2024 09:00:00",21.170046,72.795405,NO2,7,13,9
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","07-01-2024 09:00:00",20.362421,72.918013,PM2.5,165,350,252
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","07-01-2024 09:00:00",20.362421,72.918013,SO2,48,50,49
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","07-01-2024 09:00:00",20.362421,72.918013,CO,1,196,12
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","07-01-2024 09:00:00",22.969611,72.643500,SO2,4,5,4
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","07-01-2024 09:00:00",22.969611,72.643500,CO,38,40,40
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","07-01-2024 09:00:00",30.379589,76.778328,PM10,68,147,102
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","07-01-2024 09:00:00",28.6701,76.9254,PM2.5,141,301,211
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","07-01-2024 09:00:00",28.3419248,77.319699,PM10,146,262,199
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","07-01-2024 09:00:00",28.3419248,77.319699,NH3,1,2,2
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","07-01-2024 09:00:00",28.3419248,77.319699,OZONE,4,24,7
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","07-01-2024 09:00:00",28.593883,76.270653,PM10,58,122,91
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","07-01-2024 09:00:00",28.593883,76.270653,NH3,5,6,5
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","07-01-2024 09:00:00",28.593883,76.270653,SO2,9,21,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","07-01-2024 09:00:00",28.39072,77.30059,OZONE,55,197,96
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","07-01-2024 09:00:00",28.376058,77.315741,CO,37,71,46
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","07-01-2024 09:00:00",28.4417,77.3217,SO2,3,4,3
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","07-01-2024 09:00:00",28.4088421,77.3099081,PM2.5,224,440,348
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","07-01-2024 09:00:00",28.4088421,77.3099081,SO2,2,26,18
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","07-01-2024 09:00:00",29.503664,75.467934,PM2.5,70,204,138
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","07-01-2024 09:00:00",29.503664,75.467934,NH3,9,11,10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","07-01-2024 09:00:00",28.422681,77.148944,PM10,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","07-01-2024 09:00:00",28.4227,77.0667,CO,54,98,71
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","07-01-2024 09:00:00",28.4275,77.1465,PM2.5,95,222,163
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","07-01-2024 09:00:00",28.4275,77.1465,NO2,16,53,38
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","07-01-2024 09:00:00",28.4501238,77.0263051,SO2,19,32,26
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","07-01-2024 09:00:00",29.140560,75.744941,CO,100,108,101
India,Haryana,Jind,"Police Lines, Jind - HSPCB","07-01-2024 09:00:00",29.307814,76.337619,PM2.5,61,171,104
India,Haryana,Jind,"Police Lines, Jind - HSPCB","07-01-2024 09:00:00",29.307814,76.337619,NH3,2,5,3
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","07-01-2024 09:00:00",29.695300,77.002700,NO2,7,12,10
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","07-01-2024 09:00:00",27.9002,76.9938,OZONE,24,32,26
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","07-01-2024 09:00:00",28.360699,76.936090,PM2.5,72,179,126
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","07-01-2024 09:00:00",28.060249,76.113115,PM10,30,137,80
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","07-01-2024 09:00:00",30.943887,76.801991,SO2,19,132,57
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","07-01-2024 09:00:00",30.943887,76.801991,CO,40,102,59
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","07-01-2024 09:00:00",15.888653,74.541751,CO,48,66,60
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","07-01-2024 09:00:00",12.9135218,77.5950804,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","07-01-2024 09:00:00",12.951913,77.539784,PM2.5,42,83,61
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","07-01-2024 09:00:00",12.951913,77.539784,SO2,5,7,6
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","07-01-2024 09:00:00",12.951913,77.539784,OZONE,10,12,11
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","07-01-2024 09:00:00",12.920984,77.584908,PM10,41,152,88
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","07-01-2024 09:00:00",12.920984,77.584908,SO2,10,28,23
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","07-01-2024 09:00:00",12.7816279,77.6299145,SO2,4,11,10
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","07-01-2024 09:00:00",12.7816279,77.6299145,OZONE,25,65,33
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","07-01-2024 09:00:00",13.003872,77.664217,PM10,59,148,114
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","07-01-2024 09:00:00",13.0270199,77.494094,CO,34,74,41
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","07-01-2024 09:00:00",12.921418,77.502466,PM10,87,122,107
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","07-01-2024 09:00:00",12.921418,77.502466,NH3,4,4,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","07-01-2024 09:00:00",12.917348,77.622813,NO2,14,17,16
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","07-01-2024 09:00:00",11.55358,76.55521,PM2.5,25,41,32
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","07-01-2024 09:00:00",11.55358,76.55521,NO2,23,35,30
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","07-01-2024 09:00:00",11.55358,76.55521,SO2,4,7,5
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","07-01-2024 09:00:00",13.428828,77.731418,NH3,1,1,1
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","07-01-2024 09:00:00",13.428828,77.731418,SO2,14,31,25
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","07-01-2024 09:00:00",15.459706,75.008381,PM2.5,40,49,46
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","07-01-2024 09:00:00",15.459706,75.008381,OZONE,2,22,5
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","07-01-2024 09:00:00",15.411456,75.638133,NH3,1,3,2
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","07-01-2024 09:00:00",13.008556,76.125258,NH3,3,4,3
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","07-01-2024 09:00:00",14.791800,75.389600,CO,32,34,33
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","07-01-2024 09:00:00",14.791800,75.389600,OZONE,18,20,18
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.351773,75.140726,PM10,NA,NA,NA
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.351773,75.140726,SO2,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.3714823,75.1160168,PM2.5,12,37,23
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.3714823,75.1160168,SO2,1,14,3
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","07-01-2024 09:00:00",17.321993,76.822628,PM10,NA,NA,NA
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","07-01-2024 09:00:00",17.321993,76.822628,NH3,2,2,2
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","07-01-2024 09:00:00",17.321993,76.822628,SO2,16,17,17
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","07-01-2024 09:00:00",17.321993,76.822628,CO,33,50,35
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","07-01-2024 09:00:00",17.321993,76.822628,OZONE,3,50,26
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","07-01-2024 09:00:00",17.336318,76.847397,PM2.5,21,89,45
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","07-01-2024 09:00:00",17.336318,76.847397,NO2,10,22,11
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","07-01-2024 09:00:00",17.336318,76.847397,SO2,5,7,6
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","07-01-2024 09:00:00",13.1276288,78.1570122,NH3,4,6,5
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","07-01-2024 09:00:00",15.347630,76.181767,OZONE,20,46,29
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","07-01-2024 09:00:00",12.889250,74.853000,PM10,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","07-01-2024 09:00:00",12.889250,74.853000,NO2,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","07-01-2024 09:00:00",12.21041,76.37376,NH3,1,4,2
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","07-01-2024 09:00:00",16.208139,77.348417,NO2,16,41,25
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","07-01-2024 09:00:00",12.733409,77.298051,NH3,2,3,3
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","07-01-2024 09:00:00",13.940000,75.555917,OZONE,19,39,19
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","07-01-2024 09:00:00",13.377516,77.099072,SO2,8,11,8
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","07-01-2024 09:00:00",16.802639,75.722694,PM10,41,43,42
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","07-01-2024 09:00:00",16.802639,75.722694,NH3,2,2,2
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","07-01-2024 09:00:00",16.7602,77.1428,NO2,5,7,6
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","07-01-2024 09:00:00",11.875000,75.373200,PM2.5,35,42,39
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","07-01-2024 09:00:00",11.875000,75.373200,SO2,1,18,7
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","07-01-2024 09:00:00",11.875000,75.373200,OZONE,31,35,31
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,PM10,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","07-01-2024 09:00:00",8.563700,76.886500,PM2.5,68,79,73
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","07-01-2024 09:00:00",8.563700,76.886500,PM10,78,88,82
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","07-01-2024 09:00:00",8.563700,76.886500,SO2,3,15,9
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","07-01-2024 09:00:00",10.532400,76.215900,OZONE,22,30,23
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","07-01-2024 09:00:00",23.264759,77.381568,NH3,3,5,4
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","07-01-2024 09:00:00",23.264759,77.381568,OZONE,23,56,30
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","07-01-2024 09:00:00",23.210494,77.425409,SO2,7,10,8
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","07-01-2024 09:00:00",23.210494,77.425409,OZONE,10,39,27
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","07-01-2024 09:00:00",23.81748678,79.446246,CO,23,24,23
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","07-01-2024 09:00:00",22.9682591,76.064118,PM2.5,49,227,132
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","07-01-2024 09:00:00",22.9682591,76.064118,PM10,49,154,103
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","07-01-2024 09:00:00",26.259242,78.216432,PM2.5,89,331,242
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","07-01-2024 09:00:00",26.259242,78.216432,NH3,4,35,13
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","07-01-2024 09:00:00",26.259242,78.216432,CO,52,129,100
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","07-01-2024 09:00:00",26.200388,78.147714,PM10,134,405,239
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","07-01-2024 09:00:00",26.200388,78.147714,NH3,12,19,15
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","07-01-2024 09:00:00",22.4310,75.5213,CO,47,104,58
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","07-01-2024 09:00:00",22.4310,75.5213,OZONE,18,63,35
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","07-01-2024 09:00:00",22.6780,75.8559,NO2,5,9,6
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","07-01-2024 09:00:00",22.7084,75.8815,CO,13,14,13
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","07-01-2024 09:00:00",23.163174,79.973061,SO2,1,10,5
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","07-01-2024 09:00:00",23.218135,79.957770,PM10,61,105,87
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","07-01-2024 09:00:00",23.50016,80.23284,PM2.5,71,296,153
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","07-01-2024 09:00:00",23.50016,80.23284,PM10,105,167,139
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","07-01-2024 09:00:00",23.50016,80.23284,OZONE,7,33,15
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","07-01-2024 09:00:00",22.624758,75.675238,PM2.5,58,316,177
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","07-01-2024 09:00:00",22.624758,75.675238,PM10,116,196,143
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","07-01-2024 09:00:00",22.624758,75.675238,NO2,8,24,14
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","07-01-2024 09:00:00",22.624758,75.675238,SO2,11,13,12
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","07-01-2024 09:00:00",23.838586,78.759431,PM2.5,68,253,128
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","07-01-2024 09:00:00",23.838586,78.759431,SO2,3,6,4
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","07-01-2024 09:00:00",23.838586,78.759431,OZONE,38,62,42
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","07-01-2024 09:00:00",23.8640158,78.80289321,NO2,22,23,22
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","07-01-2024 09:00:00",24.58434363,80.8549414,PM2.5,2,31,12
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","07-01-2024 09:00:00",24.58434363,80.8549414,NO2,17,38,24
